ID Cliente;Vendedor;Zona;País;Tipo de producto;Canal de venta;Prioridad;Fecha pedido;ID Pedido;Fecha envío;Unidades;Precio Unitario;Coste unitario;Importe venta total;Importe Coste total
C7078;1755651047;Centroamérica y Caribe;The Bahamas;Verduras;Online;Alta;44381;707867419;44410;2555;152,58;97,44;1367269,38;873159,84
C4972;7850020965;África;Ethiopia;Snacks;Offline;Alta;44390;497225606;44410;8961;154,06;90,93;505778,98;298523,19
C3876;6368309403;Australia y Oceanía;Nauru;Verduras;Offline;Alta;44104;387616813;44109;3283;668,27;502,54;2962440,91;2227759,82
C8681;2845936117;Centroamérica y Caribe;Haiti;Doméstico;Online;Baja;43857;868152368;43884;4433;152,58;97,44;1274195,58;813721,44
C6982;1725865164;Centroamérica y Caribe;Antigua and Barbuda ;Snacks;Online;Alta;44649;698256099;44665;8351;421,89;364,69;1271154,57;1098810,97
C9576;3675933219;Europa;Slovenia;Cárnicos;Online;Baja;44498;957664334;44518;3013;651,21;524,96;2228440,62;1796413,12
C9964;3592028448;Norteamérica;Greenland;Material de oficina;Online;Baja;44177;996425902;44198;3422;437,2;263,33;2892078;1741927,95
C6849;1137453938;África;Burundi;Cosméticos;Offline;Crítica;44605;684902131;44620;6615;651,21;524,96;4337058,6;3496233,6
C8637;148928696;Europa;Czech Republic;Material de oficina;Offline;Alta;44241;863766849;44279;6660;651,21;524,96;6287432,55;5068488,8
C1940;9374183632;África;Equatorial Guinea;Material de oficina;Offline;Media;44819;194006383;44856;9655;109,28;35,84;953905,12;312847,36
C1069;1728611680;Centroamérica y Caribe;Dominican Republic;Ropa;Offline;Alta;44568;106919562;44617;8729;81,73;56,67;739247,85;512580,15
C7541;7983352840;Europa;Poland;Cuidado personal;Online;Crítica;43951;754117715;43975;9045;9,33;6,92;26068,02;19334,48
C5575;1724012222;Europa;Albania;Frutas;Offline;Crítica;44101;557524669;44151;2794;152,58;97,44;640836;409248
C2593;6816305837;África;Sudan;Snacks;Offline;Baja;44209;259376752;44237;4200;421,89;364,69;1905677,13;1647304,73
C6722;4712103446;Norteamérica;Canada;Cárnicos;Online;Baja;44135;672222793;44182;4517;205,7;117,11;1446688,1;823634,63
C4289;8899557651;Europa;Czech Republic;Cereales;Online;Baja;43885;428924119;43896;7033;668,27;502,54;1379977,55;1037745,1
C9326;9401242735;África;Madagascar;Doméstico;Offline;Crítica;44134;932654559;44144;2065;47,45;31,79;93002;62308,4
C5069;463532739;Europa;Estonia;Bebida;Online;Alta;44661;506900441;44661;1960;109,28;35,84;666498,72;218588,16
C2454;3513526981;África;Ethiopia;Ropa;Online;Media;44869;245460593;44892;6099;152,58;97,44;899153,94;574213,92
C8624;1224573376;África;Republic of the Congo;Snacks;Online;Media;44308;862446343;44342;5893;668,27;502,54;6539021,95;4917353,9
C4422;4202036343;Europa;Croatia;Doméstico;Offline;Crítica;44240;442281520;44269;9785;47,45;31,79;391367,6;262203,92
C2897;6147177916;Europa;Switzerland;Bebida;Offline;Alta;43987;289702451;44000;8248;47,45;31,79;416943,15;279338,73
C8797;1753063633;África;Angola;Bebida;Offline;Crítica;44584;879757964;44619;8787;205,7;117,11;192740,9;109732,07
C5078;0504238841;Asia;Cambodia;Cereales;Offline;Alta;44078;507809388;44079;937;668,27;502,54;847366,36;637220,72
C2395;1048273590;África;Pakistan;Doméstico;Offline;Crítica;44322;239530551;44333;1268;255,28;159,42;2138225,28;1335301,92
C7609;569777619;África;Malawi;Alimento infantil;Online;Baja;44178;760907781;44202;8376;205,7;117,11;1623590,1;924349,23
C1282;2550545841;África;Botswana;Cereales;Offline;Baja;44225;128239905;44265;7893;255,28;159,42;1908983,84;1192142,76
C5181;8702372641;Centroamérica y Caribe;Saint Vincent and the Grenadines;Alimento infantil;Online;Crítica;44143;518138253;44163;7478;152,58;97,44;278458,5;177828
C5775;1750466557;Australia y Oceanía;Kiribati;Snacks;Online;Alta;44281;577526652;44296;1825;651,21;524,96;4986314,97;4019618,72
C3736;7391607097;Centroamérica y Caribe;Honduras;Material de oficina;Offline;Baja;44092;373641431;44132;7657;421,89;364,69;3683099,7;3183743,7
C9440;1853647878;África;Israel;Cárnicos;Offline;Baja;44739;944031417;44785;8730;47,45;31,79;39288,6;26322,12
C2465;6666136527;Asia;Brunei;Bebida;Online;Baja;44404;246557939;44453;828;651,21;524,96;4408691,7;3553979,2
C8093;7096008397;África;Senegal;Material de oficina;Online;Baja;44021;809394824;44021;6770;154,06;90,93;216300,24;127665,72
C2810;7831225611;Europa;Iceland;Verduras;Offline;Alta;44675;281028401;44695;1404;651,21;524,96;4304498,1;3469985,6
C8802;3845980331;Centroamérica y Caribe;Haiti;Material de oficina;Offline;Baja;43941;880257499;43952;6610;255,28;159,42;1608008,72;1004186,58
C8461;3636823508;Europa;Switzerland;Alimento infantil;Online;Media;44762;846193444;44806;6299;421,89;364,69;596552,46;515671,66
C2882;2445447112;Europa;Italy;Cárnicos;Offline;Alta;44487;288260066;44510;1414;205,7;117,11;1013689,6;577118,08
C7361;8423722302;Europa;Romania;Cereales;Online;Media;44785;736193692;44805;4928;205,7;117,11;1408222,2;801735,06
C1900;9142601869;Europa;Georgia;Cereales;Offline;Crítica;44864;190043151;44908;6846;421,89;364,69;3883497,45;3356971,45
C7701;1535890548;Norteamérica;United States of America;Cárnicos;Offline;Media;44078;770169770;44092;9205;651,21;524,96;697445,91;562232,16
C1672;1750466557;Australia y Oceanía;Kiribati;Material de oficina;Offline;Crítica;44537;167247378;44579;1071;152,58;97,44;540590,94;345229,92
C1922;1089106736;Europa;Bosnia and Herzegovina;Snacks;Online;Crítica;44324;192262303;44324;3543;81,73;56,67;388299,23;269239,17
C9265;405625227;África;Mauritius ;Cuidado personal;Offline;Media;44278;926513373;44278;4751;421,89;364,69;2049119,73;1771299,33
C2716;1875527901;Norteamérica;Greenland;Cárnicos;Online;Media;44339;271611917;44356;4857;651,21;524,96;685072,92;552257,92
C6994;1755152756;África;Zimbabwe;Material de oficina;Online;Crítica;44074;699481761;44088;1052;109,28;35,84;279756,8;91750,4
C7023;8925540997;Europa;Belgium;Ropa;Offline;Media;44239;702359235;44256;2560;154,06;90,93;868436,22;512572,41
C6427;8103648458;Europa;Luxembourg;Verduras;Online;Media;44174;642793166;44215;5637;651,21;524,96;5579567,28;4497857,28
C5036;3774565687;África;Sudan;Material de oficina;Online;Baja;44405;503644883;44417;8568;81,73;56,67;545139,1;377988,9
C3380;5480828864;África;Cote d'Ivoire;Cuidado personal;Online;Alta;44043;338088214;44092;6670;205,7;117,11;1500170,1;854083,23
C7196;5495335503;África;Rwanda;Cereales;Offline;Media;44432;719609487;44460;7293;154,06;90,93;741952,96;437918,88
C4920;7506966754;Norteamérica;Mexico;Verduras;Online;Media;44453;492007529;44473;4816;154,06;90,93;870593,06;513845,43
C8193;430226560;Australia y Oceanía;Tuvalu;Verduras;Offline;Crítica;44177;819393670;44181;5651;9,33;6,92;30219,87;22413,88
C2361;3144179950;África;Guinea-Bissau;Frutas;Offline;Crítica;44347;236191737;44348;3239;205,7;117,11;628207,8;357653,94
C4971;4408066486;Europa;Greece;Cereales;Online;Crítica;44804;497138059;44846;3054;47,45;31,79;360667,45;241635,79
C7272;6135394275;Centroamérica y Caribe;Haiti;Bebida;Online;Baja;43974;727281463;44023;7601;421,89;364,69;597818,13;516765,73
C5719;1755152756;África;Yemen;Cárnicos;Online;Media;44603;571983277;44606;1417;81,73;56,67;496019,37;343930,23
C6469;3489630193;Europa;Russia;Cuidado personal;Offline;Baja;43843;646917331;43874;6069;255,28;159,42;1315968,4;821810,1
C2880;4627841793;África;Tunisia ;Alimento infantil;Offline;Media;44214;288069951;44230;5155;154,06;90,93;1433528,3;846103,65
C7017;2091403706;Asia;India;Verduras;Online;Media;44726;701739966;44758;9305;205,7;117,11;242931,7;138306,91
C9145;8442412706;Asia;Taiwan;Cereales;Online;Alta;44539;914538705;44556;1181;152,58;97,44;72322,92;46186,56
C9233;9535952020;África;Morocco;Snacks;Offline;Alta;44523;923389995;44570;474;47,45;31,79;422732,05;283217,11
C3455;1755152756;África;Zimbabwe;Bebida;Online;Media;44652;345530164;44660;8909;109,28;35,84;572627,2;187801,6
C6685;9934341998;África;Lebanon;Ropa;Online;Baja;44525;668508040;44555;5240;651,21;524,96;164756,13;132814,88
C3001;800758795;Australia y Oceanía;Federated States of Micronesia;Material de oficina;Offline;Alta;43888;300184953;43890;253;9,33;6,92;16476,78;12220,72
C4187;1256769310;Europa;Macedonia;Frutas;Online;Baja;44199;418734729;44202;1766;437,2;263,33;4209361,6;2535341,24
C9226;7088822395;África;Ghana;Cosméticos;Online;Media;43932;922643697;43958;9628;651,21;524,96;467568,78;376921,28
C8807;1457240969;Norteamérica;Greenland;Material de oficina;Offline;Alta;44316;880710685;44366;718;668,27;502,54;2637661,69;1983525,38
C7820;5882876397;África;Bahrain;Doméstico;Online;Baja;44640;782047021;44657;3947;255,28;159,42;1342262,24;838230,36
C2860;2645474358;Europa;Serbia;Alimento infantil;Offline;Crítica;44863;286076533;44875;5258;255,28;159,42;670110;418477,5
C4725;3287992195;África;Lebanon;Alimento infantil;Offline;Alta;44044;472535550;44072;2625;421,89;364,69;443828,28;383653,88
C6914;212531057;Europa;Monaco;Cárnicos;Online;Alta;44001;691472899;44050;1052;255,28;159,42;1933746;1207606,5
C8132;7646333655;África;Iran;Alimento infantil;Online;Alta;44610;813249909;44630;7575;9,33;6,92;58433,79;43339,96
C7785;3160809031;África;Mauritius ;Frutas;Online;Media;44328;778540408;44356;6263;421,89;364,69;1355110,68;1171384,28
C1483;1727296335;Centroamérica y Caribe;Saint Kitts and Nevis ;Cárnicos;Online;Crítica;43847;148330724;43868;3212;9,33;6,92;14498,82;10753,68
C3539;6692241928;Europa;Bulgaria;Frutas;Online;Baja;44527;353919684;44562;1554;109,28;35,84;704856;231168
C6469;3967022869;Europa;Italy;Ropa;Offline;Media;44743;646918618;44761;6450;154,06;90,93;14019,46;8274,63
C3492;9524758899;África;Namibia;Verduras;Offline;Baja;44584;349251353;44595;91;47,45;31,79;318009,9;213056,58
C2031;6175001060;Europa;San Marino;Bebida;Online;Media;44286;203154218;44299;6702;47,45;31,79;357678,1;239633,02
C1211;1755651047;Centroamérica y Caribe;The Bahamas;Bebida;Offline;Baja;44750;121176040;44765;7538;255,28;159,42;1502067,52;938027,28
C5361;19077666;África;Lebanon;Alimento infantil;Online;Baja;43897;536178147;43917;5884;154,06;90,93;317055,48;187133,94
C1513;1753644473;Australia y Oceanía;Australia;Verduras;Online;Alta;44490;151334369;44507;2058;81,73;56,67;687185,84;476481,36
C8901;1724936396;Asia;Tajikistan;Cuidado personal;Online;Baja;44219;890131032;44232;8408;668,27;502,54;2883585,05;2168460,1
C2463;1742468752;Centroamérica y Caribe;El Salvador;Doméstico;Online;Alta;44575;246366965;44625;4315;205,7;117,11;244577,3;139243,79
C7341;1728180629;Asia;Indonesia;Cereales;Online;Baja;44064;734153497;44096;1189;81,73;56,67;610768,29;423494,91
C4379;3118657292;Europa;Sweden;Cuidado personal;Offline;Media;43948;437914454;43953;7473;668,27;502,54;2433171,07;1829748,14
C6623;1752274264;Australia y Oceanía;Tonga;Doméstico;Offline;Alta;44593;662386167;44621;3641;109,28;35,84;786597,44;257976,32
C9826;9579892457;África;Mozambique;Ropa;Online;Media;43902;982617461;43946;7198;437,2;263,33;3356821,6;2021847,74
C5939;3421978837;Europa;Andorra;Cosméticos;Online;Crítica;44099;593969666;44112;7678;154,06;90,93;254353,06;150125,43
C5621;2716245330;Australia y Oceanía;Solomon Islands;Verduras;Online;Alta;43903;562116611;43937;1651;154,06;90,93;1188572,9;701524,95
C6730;2726518568;Europa;Romania;Verduras;Offline;Media;44266;673044621;44281;7715;651,21;524,96;976163,79;786915,04
C7830;4925996895;Centroamérica y Caribe;Saint Vincent and the Grenadines;Material de oficina;Offline;Alta;44722;783052527;44729;1499;421,89;364,69;280134,96;242154,16
C3687;7245160128;Europa;France;Cárnicos;Offline;Baja;43907;368751657;43928;664;668,27;502,54;6618546,08;4977156,16
C7770;1284028966;África;The Gambia;Doméstico;Offline;Baja;44259;777065837;44267;9904;152,58;97,44;906477,78;578891,04
C2752;1754056123;Australia y Oceanía;Samoa ;Snacks;Offline;Baja;44184;275231397;44217;5941;109,28;35,84;276587,68;90711,04
C8007;5868040119;Europa;Serbia;Ropa;Offline;Media;44849;800797164;44896;2531;437,2;263,33;2387112;1437781,8
C3116;9347093430;Centroamérica y Caribe;Saint Vincent and the Grenadines;Cosméticos;Online;Alta;44433;311624467;44447;5460;47,45;31,79;357962,8;239823,76
C4358;3354005454;África;Syria;Bebida;Offline;Baja;43872;435887134;43911;7544;154,06;90,93;559699,98;330348,69
C6220;1753644473;Australia y Oceanía;Australia;Verduras;Offline;Alta;44249;622071492;44289;3633;437,2;263,33;2451380,4;1476491,31
C3889;9729281020;África;Cote d'Ivoire;Cosméticos;Offline;Media;44185;388976371;44205;5607;81,73;56,67;602840,48;417997,92
C6757;1728611680;Centroamérica y Caribe;Dominican Republic;Cuidado personal;Online;Crítica;44535;675713098;44584;7376;9,33;6,92;92217,72;68397,28
C6917;645114299;África;Rwanda;Frutas;Online;Media;44733;691705501;44766;9884;437,2;263,33;2668231,6;1607102,99
C1666;6817985228;África;Chad;Cosméticos;Online;Media;44364;166689908;44406;6103;668,27;502,54;4035682,53;3034839,06
C7007;1870762932;África;Kenya;Doméstico;Offline;Alta;44721;700715148;44756;6039;47,45;31,79;81946,15;54901,33
C8141;9651427933;Centroamérica y Caribe;Belize;Bebida;Online;Media;44115;814142549;44149;1727;152,58;97,44;341168,88;217875,84
C8976;8194612009;Australia y Oceanía;Palau;Snacks;Offline;Crítica;44657;897645938;44704;2236;651,21;524,96;5641432,23;4547728,48
C9622;5278811143;África;Equatorial Guinea;Material de oficina;Offline;Alta;44429;962211644;44478;8663;668,27;502,54;6107319,53;4592713,06
C1891;6039771260;Asia;Kyrgyzstan;Doméstico;Offline;Baja;44269;189138495;44269;9139;9,33;6,92;35677,92;26462,08
C9800;1753066610;Asia;Bangladesh;Frutas;Online;Baja;44119;980037820;44145;3824;255,28;159,42;2530335,36;1580171,04
C4068;7237633227;Asia;Bhutan;Alimento infantil;Online;Alta;44589;406833446;44629;9912;421,89;364,69;2795443,14;2416435,94
C5617;8582502285;Europa;Macedonia;Cárnicos;Offline;Baja;44348;561761701;44365;6626;154,06;90,93;33893,2;20004,6
C9073;1754056123;Australia y Oceanía;Samoa ;Verduras;Offline;Crítica;44822;907371413;44845;220;47,45;31,79;426148,45;285505,99
C5265;832026708;Europa;Austria;Bebida;Online;Media;44450;526523911;44485;8981;47,45;31,79;390323,7;261504,54
C3723;8470174321;Europa;Italy;Bebida;Online;Alta;44432;372393023;44451;8226;651,21;524,96;3454017,84;2784387,84
C1184;3828683481;África;Bahrain;Material de oficina;Offline;Media;44023;118465077;44028;5304;152,58;97,44;700952,52;447639,36
C4085;1753644473;Australia y Oceanía;Australia;Snacks;Offline;Crítica;44191;408538901;44201;4594;437,2;263,33;1096934,8;660694,97
C6067;6604654186;África;Nigeria;Cosméticos;Online;Baja;43966;606725823;43982;2509;109,28;35,84;271997,92;89205,76
C1474;2016154829;Europa;Spain;Ropa;Offline;Crítica;44087;147449672;44130;2489;421,89;364,69;4218,9;3646,9
C7854;4029788390;Europa;Hungary;Cárnicos;Online;Media;44399;785446774;44419;10;154,06;90,93;1167004,5;688794,75
C7457;3906137874;Europa;Bosnia and Herzegovina;Verduras;Offline;Baja;44369;745765960;44391;7575;437,2;263,33;4250021,2;2559830,93
C5737;1757460678;Asia;South Korea;Cosméticos;Online;Crítica;44656;573768556;44686;9721;152,58;97,44;1222928,7;780981,6
C8851;901044377;África;The Gambia;Snacks;Offline;Baja;44502;885128390;44520;8015;47,45;31,79;287357,2;192520,24
C1158;6545889961;Europa;Norway;Bebida;Online;Baja;44335;115831792;44356;6056;9,33;6,92;41742,42;30960,08
C3721;2269307056;Norteamérica;Mexico;Frutas;Offline;Media;44212;372177588;44226;4474;437,2;263,33;2592596;1561546,9
C6807;2220505800;Europa;France;Cosméticos;Offline;Baja;44336;680777108;44369;5930;9,33;6,92;1072,95;795,8
C1385;2257222044;Centroamérica y Caribe;Belize;Frutas;Offline;Alta;44533;138554179;44536;115;47,45;31,79;415424,75;278321,45
C1627;1400917713;África;Malawi;Bebida;Online;Alta;44777;162745130;44792;8755;81,73;56,67;49364,92;34228,68
C4408;93312450;Asia;India;Cuidado personal;Offline;Crítica;44668;440898787;44713;604;9,33;6,92;60150,51;44613,24
C2808;1724936396;Asia;Tajikistan;Frutas;Online;Media;43950;280876481;43982;6447;154,06;90,93;632108,18;373085,79
C8608;1317142139;Europa;Finland;Verduras;Online;Baja;44083;860852038;44089;4103;109,28;35,84;373737,6;122572,8
C2793;3510234236;África;Rwanda;Ropa;Offline;Crítica;44583;279311788;44593;3420;;;;
;298540494;;;;;;;;;;;;;
;1340052772;;;;;;;;;;;;;
;7989420781;;;;;;;;;;;;;
;2070201777;;;;;;;;;;;;;
;1718041096;;;;;;;;;;;;;
;1718041096;;;;;;;;;;;;;
;1718041096;;;;;;;;;;;;;
;1718041096;;;;;;;;;;;;;
;1718041096;;;;;;;;;;;;;
;6802470410;;;;;;;;;;;;;
;4924042409;;;;;;;;;;;;;
;8724321393;;;;;;;;;;;;;
;6144132128;;;;;;;;;;;;;
